Gender	Age	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6*	AC_7	AC_8	AC_9*	AC_10	AC_11	RATE_WITCH	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2:EC	IRI_3:PT*	IRI_4:EC*	IRI_8:PT	IRI_9:EC	IRI_11:PT	IRI_14:EC*	IRI_15:PT*	IRI_18:EC*	IRI_20:EC	IRI_21:PT	IRI_22:EC	IRI_25:PT	IRI_28:PT	REL	EDU	EXP1	EXP2	EXP3	RHAB
Female	41	5	5	5	5	1	1	1	5	4	7	4	1	4	7	7	4	7	7	1	A	1	1	1	1	1	1	1	7	7	1	1	1	1	0	4	4	4	4	4	5	10	0	0	5	10	5	10	10	10	5	10	5	5	10	7	5	1	5	5	5	1	1	1	7	7	7	1	1	Methodist	Elementary School / Primary School	1	1	1	0
Male	20	3	3	4	5	4	3	5	1	7	7	6	7	7	1	3	7	1	2	7	A	3	4	3	4	4	3	1	3	7	3	1	4	4	4	4	4	4	4	4	0	10	0	0	0	10	0	5	0	7	5	7	5	5	7	7	1	1	7	7	7	3	6	1	3	7	7	1	2	Christian 	Vocational School / Technical College / Communication College (Associate Degree)	4	1	1	10
Male	41	5	5	3	5	4	3	4	3	2	2	3	4	5	6	5	4	3	4	6	A	2	2	5	2	2	3	1	1	1	1	1	1	1	2	-1	4	3	3	3	10	5	0	0	1	2	0	0	1	5	0	6	2	0	1	7	1	1	7	3	3	2	6	6	5	5	6	3	4	Catholic 	Vocational School / Technical College / Communication College (Associate Degree)	2	2	1	2
Male	50	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	B	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	church of god	Other	8	8	8	10
Female	60	4	4	3	3	1	1	1	1	6	2	1	4	5	7	1	4	4	2	1	B	5	4	5	5	5	4	4	2	4	4	2	3	4	0	0	2	4	4	3	0	5	0	0	5	6	0	0	0	6	0	2	0	0	6	7	1	1	5	7	5	1	5	1	7	4	7	3	5	Spiritual, No Religious Title	Vocational School / Technical College / Communication College (Associate Degree)	4	3	1	5
Male	46	1	1	1	3	2	1	1	1	7	7	4	7	4	2	7	7	4	7	7	B	7	7	7	7	7	1	4	1	7	1	1	7	7	4	4	4	4	0	4	0	10	0	0	0	10	0	0	0	10	0	10	10	0	10	7	7	7	4	7	7	1	4	7	4	4	4	7	4	Lutheran (LCMS) 	University / College / Undergraduate School (Bachelor Degree)	7	4	2	10
Female	20	3	5	5	4	4	3	5	4	6	7	5	6	5	6	5	4	4	6	7	B	2	7	7	7	7	5	1	1	7	2	1	3	2	4	4	4	4	4	4	0	5	0	0	0	2	0	0	2	2	3	3	1	0	2	3	3	6	5	3	3	6	5	4	3	2	2	4	4	none	University / College / Undergraduate School (Bachelor Degree)	1	2	1	0
Female	20	2	2	2	2	3	2	2	2	4	2	4	3	2	4	2	3	4	4	3	A	4	4	3	4	4	2	2	3	2	2	2	3	3	2	2	2	3	3	3	6	9	9	1	6	5	5	1	9	8	2	9	6	6	9	6	5	3	5	5	5	2	3	3	5	4	6	4	5	Christian	Junior High School / Middle School	2	1	1	10
Male	42	4	4	3	5	4	4	4	4	7	5	4	5	6	7	3	5	4	3	1	A	4	4	5	3	3	2	1	1	3	1	1	2	2	4	2	3	3	3	3	2	10	8	0	0	10	0	7	0	10	8	8	6	5	10	7	2	2	6	6	6	3	3	6	6	6	7	7	7	Buddhist	Graduate University / Professional School (Master's Degree, Doctoral Degree)	4	1	1	5
Male	35	5	4	2	1	3	1	2	2	7	6	2	7	5	4	2	7	4	7	6	A	1	1	1	2	1	1	1	4	2	4	1	6	2	4	3	4	3	4	4	10	5	0	0	0	2	0	0	0	1	1	0	0	9	5	7	1	1	7	7	7	1	7	1	4	7	7	6	7	Christianity	Graduate University / Professional School (Master's Degree, Doctoral Degree)	2	1	1	10
Female	60	5	3	2	4	4	3	4	2	7	7	4	7	7	2	1	6	1	2	6	B	2	4	3	6	4	2	2	2	2	4	2	2	2	4	-4	4	4	4	4	1	10	1	0	0	7	0	0	0	6	0	6	1	0	0	6	2	2	6	5	6	3	5	2	5	5	6	4	6	Protestant	University / College / Undergraduate School (Bachelor Degree)	6	2	1	1
Male	41	5	4	4	5	3	5	4	5	5	5	5	7	7	7	7	6	7	5	7	A	7	6	7	7	6	7	6	7	6	7	6	7	5	3	2	3	4	3	3	10	9	10	9	10	10	8	8	8	9	9	9	9	9	10	6	6	5	6	7	6	7	6	7	5	6	7	6	5	fLORIDA	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	7	7	7
Female	34	5	3	2	5	5	4	4	3	6	4	4	3	4	7	4	4	7	4	4	B	5	3	3	5	5	2	2	4	4	1	1	5	5	1	4	4	3	4	3	5	5	6	8	8	4	7	7	7	4	8	7	7	5	8	7	5	3	5	5	6	6	5	5	3	3	5	5	5	Catholic 	Junior High School / Middle School	7	5	4	3
Female	37	5	5	2	5	2	5	2	1	4	7	6	6	4	4	4	4	2	4	4	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	0	4	4	5	10	0	0	0	5	0	0	0	10	0	10	0	0	5	7	2	1	7	7	7	7	7	1	7	7	6	7	7	Don't have one	Junior High School / Middle School	1	1	1	0
Female	39	2	3	2	3	4	4	3	1	1	6	4	4	5	6	4	6	5	7	5	A	5	3	5	2	3	3	1	2	1	1	1	2	4	-3	-4	3	4	3	4	0	5	0	0	1	9	0	0	1	9	0	8	8	0	8	7	6	6	5	7	7	2	7	1	7	5	6	6	5	None	Other	1	1	1	1
Male	58	1	1	1	3	5	5	2	1	7	7	4	5	5	1	7	7	7	4	6	B	4	1	4	1	1	1	1	1	1	1	1	1	1	0	-3	-1	0	1	-4	0	1	0	0	0	3	0	0	0	6	0	5	0	0	0	2	2	7	7	7	4	4	2	3	1	5	1	4	6	Agnostic	University / College / Undergraduate School (Bachelor Degree)	2	3	2	0
Female	43	4	2	1	4	1	1	1	1	6	1	5	2	1	4	1	1	1	3	4	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	0	-4	-4	-4	0	0	5	0	0	0	5	0	0	0	8	0	6	0	0	7	7	1	1	6	6	5	3	3	1	6	6	7	5	4	Pentecostal	University / College / Undergraduate School (Bachelor Degree)	1	1	1	10
Male	49	4	3	3	4	2	3	3	2	6	4	2	3	4	6	3	3	4	4	3	B	2	2	3	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	5	7	5	3	3	7	5	5	3	7	6	6	5	7	5	5	2	2	5	5	5	3	4	3	5	5	4	5	5	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	3	3	1	4
Male	55	3	3	3	4	3	4	3	3	3	3	4	3	5	5	3	4	4	3	4	B	4	3	4	5	4	4	3	4	5	4	5	4	4	-2	-1	0	1	1	1	5	6	5	4	5	6	4	5	4	6	6	5	6	5	6	5	4	3	5	5	5	3	4	3	4	5	4	5	5	None	Graduate University / Professional School (Master's Degree, Doctoral Degree)	4	4	1	3
Male	51	2	2	2	5	1	3	3	1	5	3	1	3	3	7	2	3	7	1	5	A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	0	10	0	0	0	0	0	0	0	10	0	8	1	0	3	7	4	7	6	7	5	2	5	2	7	7	4	4	5	Messianic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	2	1	10
Female	36	2	2	2	4	4	4	5	4	7	3	4	3	3	4	2	2	4	2	2	B	3	3	3	3	3	3	3	3	3	3	3	3	3	-1	-1	0	0	0	1	0	10	5	0	5	10	0	6	4	10	6	10	5	0	10	6	2	4	4	4	5	3	3	3	5	4	5	4	4	Undecided	Vocational School / Technical College / Communication College (Associate Degree)	2	8	1	0
Male	37	3	2	1	4	1	2	2	2	3	5	4	4	5	2	1	5	1	5	5	A	7	3	4	4	3	2	1	1	4	1	1	4	3	4	2	3	3	4	3	9	9	6	0	2	10	2	5	0	8	10	6	8	5	10	6	1	1	7	6	7	2	3	2	7	6	7	7	6	Islam	University / College / Undergraduate School (Bachelor Degree)	6	2	1	10
Female	55	1	3	1	1	1	3	3	3	3	1	2	1	6	7	1	1	6	1	1	B	1	1	1	1	1	1	1	1	1	1	1	3	3	4	4	4	4	4	4	3	10	5	0	10	6	3	10	2	10	3	6	4	7	7	7	5	1	7	7	7	1	7	1	7	7	7	7	7	pentecostal	Vocational School / Technical College / Communication College (Associate Degree)	1	1	1	1
Male	34	1	4	1	5	4	2	4	1	4	7	7	6	4	6	5	5	7	2	2	B	4	1	3	5	3	3	5	1	2	6	2	5	3	4	4	2	3	2	2	5	10	0	0	3	5	0	7	7	9	3	8	5	2	7	1	7	7	7	7	5	7	5	3	5	6	3	3	6	None 	Vocational School / Technical College / Communication College (Associate Degree)	2	2	2	0
Male	50	5	4	2	4	3	3	4	1	6	7	4	6	2	6	1	6	1	6	2	B	4	4	4	3	2	3	3	3	7	3	1	3	6	4	4	4	4	3	4	0	6	0	0	1	5	0	0	5	7	0	3	0	0	4	6	1	2	7	6	7	2	2	1	7	7	2	7	7	Roman Catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	7	1	10
Male	40	4	4	4	4	5	4	4	3	5	7	4	6	5	3	5	6	5	5	6	A	6	3	5	5	3	3	3	3	5	3	5	5	3	3	2	-3	3	0	1	8	8	7	8	6	7	7	8	6	4	7	6	9	6	5	5	4	2	5	5	5	3	5	2	5	6	7	5	6	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	5	4	2	10
Male	28	5	3	4	4	4	4	4	4	7	7	7	7	7	7	7	7	7	7	7	A	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	1	1	7	7	7	1	1	1	7	7	7	7	7	Believer	University / College / Undergraduate School (Bachelor Degree)	6	4	1	4
Male	32	1	2	1	5	3	2	1	3	7	4	1	1	1	4	7	6	4	2	1	B	5	7	6	6	6	6	4	1	3	3	1	1	1	4	2	4	4	4	4	8	3	0	0	0	0	0	0	0	3	0	2	2	0	2	7	1	3	6	6	6	2	1	2	5	7	4	5	5	Christian non	University / College / Undergraduate School (Bachelor Degree)	3	8	1	10
Female	22	3	3	1	5	1	1	1	1	4	1	4	1	7	7	4	6	1	1	7	B	4	4	4	2	1	1	1	1	1	1	1	2	1	0	0	4	4	4	4	10	10	10	0	0	9	0	0	0	10	0	10	5	0	10	7	1	1	7	7	6	1	2	1	5	5	7	3	5	None	Junior High School / Middle School	1	1	1	0
Female	36	2	5	2	5	1	2	2	2	6	7	4	5	5	6	6	6	6	5	5	A	3	3	3	3	3	3	3	3	5	5	4	4	4	4	4	0	2	4	4	5	6	4	4	4	8	3	3	4	9	5	8	4	4	8	6	7	1	5	4	6	3	2	1	6	7	7	5	6	 Christian 	Vocational School / Technical College / Communication College (Associate Degree)	3	1	1	1
Female	22	4	3	1	5	1	3	2	1	6	6	5	7	2	7	2	6	6	1	6	A	4	1	3	1	1	2	1	1	1	1	1	1	1	4	4	4	-3	3	4	3	7	0	0	2	4	0	0	6	10	10	8	10	8	7	7	5	4	5	7	7	1	4	1	7	5	7	2	4	Christian	Vocational School / Technical College / Communication College (Associate Degree)	1	1	1	10
Female	59	4	3	3	4	4	3	4	3	5	3	6	2	3	4	2	3	4	3	3	B	2	2	3	3	2	2	2	2	3	2	2	2	3	1	1	3	1	2	2	8	8	8	7	5	7	3	8	3	8	8	7	8	6	7	6	4	2	6	6	6	2	5	2	6	5	5	5	5	Catholica	University / College / Undergraduate School (Bachelor Degree)	6	2	2	10
Male	57	2	2	5	4	4	3	3	4	6	4	3	6	4	5	5	3	4	4	5	A	5	3	4	5	4	3	4	3	5	5	1	3	4	4	4	4	4	4	4	0	7	0	0	0	9	0	0	0	10	0	2	0	0	7	5	2	6	6	6	6	5	5	2	5	6	4	4	5	Christianity 	University / College / Undergraduate School (Bachelor Degree)	6	2	1	10
Male	34	5	3	2	5	5	5	4	1	4	3	1	1	3	4	2	1	1	1	1	A	1	1	2	3	1	1	1	1	7	2	1	2	1	-4	-4	-4	-4	-2	-3	0	3	0	0	0	3	0	0	0	7	0	1	1	0	0	5	1	5	7	7	6	6	1	1	3	6	4	2	6	Agnostic-Atheist 	Other	7	1	2	0
Female	48	5	5	3	4	1	4	3	1	6	4	4	1	4	7	7	5	4	6	1	B	4	4	4	4	4	7	5	4	4	4	1	7	5	3	4	4	4	3	4	0	10	10	0	0	10	6	0	5	10	0	10	10	10	5	5	4	5	5	5	4	3	3	2	6	5	5	4	4	Baptist	Vocational School / Technical College / Communication College (Associate Degree)	5	1	1	0
Female	20	1	1	1	4	4	2	1	1	3	1	2	1	1	7	1	1	4	1	1	B	1	1	1	1	1	1	1	1	2	1	1	1	1	0	0	-1	0	0	1	7	7	2	0	5	7	6	3	8	10	10	8	6	4	8	6	3	7	6	7	5	1	1	1	6	4	7	5	6	N/A	Other	2	1	1	0
Female	36	4	4	4	4	3	3	4	3	4	3	3	3	3	7	3	2	7	3	3	B	4	3	3	2	3	3	3	3	4	4	3	3	3	2	0	2	2	2	3	7	6	6	5	6	5	5	6	5	7	7	6	6	5	6	5	6	4	6	6	6	3	4	5	5	5	5	5	5	other	Vocational School / Technical College / Communication College (Associate Degree)	4	3	2	3
Female	49	3	3	2	3	3	3	2	2	5	4	4	4	4	5	4	4	4	4	4	A	3	3	3	3	3	3	3	3	4	3	3	3	3	0	0	0	4	0	0	5	6	7	0	0	6	5	5	6	8	5	6	6	6	5	5	3	3	4	5	4	3	4	3	4	5	4	4	4	agnostic	University / College / Undergraduate School (Bachelor Degree)	1	1	1	0
Female	55	4	4	4	4	2	2	3	2	7	6	4	4	4	4	4	4	4	4	4	A	4	4	3	3	3	3	3	3	3	3	3	3	3	4	3	3	4	3	3	5	8	8	1	1	5	1	5	5	5	5	5	5	5	5	6	2	2	6	6	5	2	4	2	6	5	6	4	4	Protestant	Vocational School / Technical College / Communication College (Associate Degree)	2	1	1	3
Female	56	2	2	3	3	4	5	3	3	3	3	4	4	4	4	4	4	4	4	4	A	5	4	4	4	3	3	4	4	6	4	5	6	6	2	1	3	3	3	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	4	4	2	1	2	2	7	4	7	3	2	5	3	Catholic	Vocational School / Technical College / Communication College (Associate Degree)	2	1	1	1
Female	44	3	3	1	4	1	1	1	3	6	3	3	5	3	5	3	3	6	3	4	A	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	4	4	4	4	0	5	0	0	0	6	0	5	6	10	7	10	0	0	6	7	1	1	7	7	7	4	1	1	7	7	4	7	7	Wiccan	Junior High School / Middle School	7	4	1	0
Male	58	1	1	1	4	2	1	3	1	7	6	4	6	4	4	7	4	4	4	5	B	4	2	4	4	3	3	3	1	5	3	1	4	4	4	0	4	4	4	1	0	3	0	0	0	5	0	0	0	6	0	6	0	0	6	5	2	4	6	6	6	3	2	3	5	6	5	5	5	Protestant	Graduate University / Professional School (Master's Degree, Doctoral Degree)	5	2	2	10
Female	41	2	2	2	4	4	1	4	1	6	1	1	1	1	7	1	1	5	1	1	B	3	7	6	5	1	1	1	3	7	1	1	1	1	1	1	1	4	4	4	0	10	0	0	0	0	0	0	0	6	0	0	1	0	0	7	2	6	7	7	7	1	5	1	7	6	7	1	3	Christian pagan	University / College / Undergraduate School (Bachelor Degree)	5	6	2	10
Male	25	5	5	5	5	3	5	5	5	7	6	5	6	7	6	4	7	6	7	7	A	4	5	7	7	7	5	5	5	5	7	5	5	5	0	0	4	4	4	0	10	5	10	10	5	10	5	5	9	5	5	10	10	10	10	7	7	1	7	7	7	1	7	1	7	7	7	7	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	7	4	10
Male	36	1	1	1	4	2	1	1	1	2	4	1	2	1	4	1	1	1	1	1	A	7	7	4	7	7	7	4	1	7	1	1	7	4	4	4	3	3	3	4	0	6	0	0	0	6	0	0	0	6	0	6	0	0	6	7	2	2	6	7	3	1	3	1	7	7	7	6	2	Southern	University / College / Undergraduate School (Bachelor Degree)	6	5	1	7
Male	41	2	5	2	5	5	4	5	4	6	7	7	7	7	5	7	7	1	7	7	A	2	1	1	5	5	4	1	1	5	1	1	1	1	2	3	3	2	2	4	8	7	8	0	8	9	0	7	6	9	5	10	6	8	8	7	4	5	6	7	6	5	7	2	7	7	7	6	6	Christianity	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	6	1	10
Male	34	2	3	4	5	1	5	5	3	7	7	1	5	5	7	6	7	1	2	1	A	4	4	4	4	4	4	4	4	4	1	1	4	4	4	4	4	4	4	4	5	10	0	0	3	5	0	3	3	7	0	10	10	0	5	7	5	3	5	7	5	1	4	1	3	6	7	5	4	None	Vocational School / Technical College / Communication College (Associate Degree)	3	2	1	2
Male	35	5	4	5	3	4	2	3	5	6	7	2	7	5	7	5	7	7	7	6	A	3	5	2	3	3	1	2	2	5	1	2	1	2	4	3	3	4	3	3	9	9	4	9	10	3	2	5	1	7	6	9	9	7	6	7	5	5	7	5	6	3	7	7	6	6	7	6	5	Christianity	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	7	7	10
Male	51	4	4	4	4	3	4	5	3	7	6	3	3	3	7	3	1	4	2	2	A	2	3	3	3	3	2	2	2	4	2	1	2	2	4	3	3	3	3	4	0	7	1	1	5	9	0	0	0	9	0	7	5	0	7	6	7	5	5	6	5	5	6	3	6	4	5	3	3	christian	Junior High School / Middle School	7	2	1	1
Female	32	5	5	5	5	5	5	5	5	4	6	6	5	5	5	2	3	5	4	7	A	3	3	3	2	4	7	3	4	2	3	2	3	1	4	-1	-2	-3	-2	3	8	3	3	0	4	5	5	3	5	5	8	5	4	4	2	4	5	6	6	5	5	6	6	4	5	5	5	7	5	Baptist	Elementary School / Primary School	2	1	1	2
Female	39	5	5	3	5	5	5	5	4	4	2	1	1	2	4	1	2	1	2	1	A	4	2	3	2	3	1	1	2	2	1	1	1	1	1	2	4	1	2	4	0	6	0	0	2	7	0	6	8	10	6	6	0	7	9	7	6	3	1	6	3	3	4	1	7	2	2	1	1	N/A	Other	4	2	1	0
Male	60	4	4	4	5	5	4	5	3	7	7	4	4	7	7	4	4	4	4	4	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	0	10	0	0	0	10	0	5	0	10	10	10	5	10	10	7	1	1	7	7	7	1	7	1	7	7	7	7	7	hindu	Graduate University / Professional School (Master's Degree, Doctoral Degree)	5	1	1	10
Male	32	5	5	4	4	5	4	5	4	7	6	7	6	7	6	7	7	6	7	6	A	6	7	6	7	6	7	6	7	6	6	7	7	6	4	3	4	4	3	4	9	10	9	10	9	10	9	10	9	9	9	9	10	9	9	6	6	7	6	6	5	6	7	6	6	7	6	5	6	Catolic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	7	7	7
Female	45	4	5	3	4	4	3	4	5	6	5	6	5	6	5	6	5	6	5	6	A	6	4	6	4	6	6	5	4	6	5	5	6	5	3	2	3	1	3	2	9	7	8	9	8	9	8	9	8	9	6	7	8	8	9	5	5	6	5	6	5	5	6	5	4	6	4	6	4	RC	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	5	7	6
Male	40	1	1	1	5	4	4	3	1	7	7	1	5	6	5	6	6	1	1	2	A	1	1	3	6	5	2	1	1	5	2	1	2	1	4	4	4	4	4	4	8	8	0	0	0	6	0	0	0	7	0	1	0	0	2	7	2	2	7	7	7	2	5	2	6	7	7	7	7	Christian	University / College / Undergraduate School (Bachelor Degree)	6	6	1	10
Female	59	4	4	3	4	4	1	3	1	4	4	4	3	2	5	1	4	2	4	1	B	4	1	1	1	1	1	1	1	1	1	1	1	1	0	2	2	0	1	1	0	10	5	0	5	10	0	8	0	10	10	10	7	7	10	6	4	3	6	7	6	2	2	2	6	6	6	6	6	NONE	Junior High School / Middle School	8	8	1	1
Male	40	4	4	4	4	4	4	3	4	6	5	6	6	6	6	6	6	6	6	5	A	6	6	5	6	5	6	5	6	6	6	6	6	6	3	3	3	3	2	3	9	8	9	9	9	9	8	9	8	9	8	9	9	8	9	6	5	6	6	5	6	6	6	6	6	6	6	6	6	New York	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	5	6	8
Male	25	3	2	2	4	5	3	3	1	7	5	1	5	5	7	6	5	1	2	1	A	5	1	1	2	1	1	1	2	3	1	1	2	2	-2	1	3	3	1	4	0	8	0	0	4	5	0	0	0	8	0	5	0	0	6	6	1	7	5	5	5	3	3	1	7	6	5	4	5	Nonr	Vocational School / Technical College / Communication College (Associate Degree)	1	1	1	2
Female	27	4	5	3	4	4	2	5	3	6	7	6	5	4	7	5	6	6	7	5	A	2	1	1	1	1	2	1	2	4	1	2	1	2	2	4	3	4	3	3	6	8	5	4	6	8	5	4	8	10	4	7	3	3	5	6	3	6	5	4	6	1	3	3	6	6	4	5	6	nothing	Junior High School / Middle School	4	2	1	2
Female	46	2	3	2	5	3	2	2	1	5	4	4	3	3	4	3	2	4	3	2	A	7	7	7	7	7	7	7	7	7	7	7	7	7	3	0	3	3	2	2	0	10	0	0	0	7	0	0	0	8	0	6	0	0	6	7	2	2	5	5	6	2	4	2	6	5	7	3	4	Episcopal 	University / College / Undergraduate School (Bachelor Degree)	1	1	1	1
Female	45	4	5	4	5	4	4	5	3	4	3	7	2	6	7	7	4	7	5	4	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	10	10	10	0	5	10	0	5	5	10	10	10	10	10	10	7	4	1	6	7	7	1	4	7	7	7	7	7	7	Methodist	Elementary School / Primary School	8	8	1	0
Female	31	5	5	5	4	2	2	4	3	6	4	3	3	5	6	6	4	1	3	2	A	7	3	2	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	10	10	4	0	3	10	0	7	2	9	8	10	10	5	10	7	2	1	7	7	7	1	7	1	7	7	7	7	7	Catholic 	University / College / Undergraduate School (Bachelor Degree)	3	6	1	10
Female	56	4	5	5	5	1	4	5	1	5	3	4	2	2	4	2	3	4	3	1	B	4	4	4	4	4	4	4	4	4	4	4	4	4	0	1	1	0	2	2	5	5	5	1	5	6	5	5	5	7	5	5	5	5	6	7	3	5	5	7	7	3	4	1	6	6	7	6	6	Non	Graduate University / Professional School (Master's Degree, Doctoral Degree)	1	1	1	3
Male	59	4	4	4	4	2	2	2	1	6	6	4	6	5	5	5	5	3	5	6	A	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	4	2	2	5	10	10	0	0	3	0	0	0	3	0	5	0	0	10	6	4	2	6	7	6	2	4	2	6	6	4	5	6	catholic	University / College / Undergraduate School (Bachelor Degree)	6	4	1	10
Female	21	5	5	5	5	5	2	2	2	1	4	3	2	3	5	2	3	7	3	5	B	1	3	1	1	1	1	1	1	1	1	1	1	1	-4	-4	-2	-2	-3	-4	1	2	10	0	10	3	0	2	0	2	3	3	6	4	1	3	1	2	3	3	3	5	7	6	3	3	2	2	2	Atheist 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	3	1	3	2
Male	33	4	4	4	4	4	4	4	3	7	5	4	3	5	5	5	4	2	4	3	A	1	1	2	3	3	3	1	1	4	1	1	4	4	1	2	3	3	3	3	7	9	6	1	1	8	1	9	1	8	8	8	8	8	8	6	2	3	6	6	6	2	1	2	4	7	5	6	6	Buddhism 	University / College / Undergraduate School (Bachelor Degree)	2	3	1	1
Female	42	3	4	5	3	3	4	3	5	4	6	7	6	2	5	5	5	5	4	4	A	4	1	2	3	1	2	3	4	2	1	1	2	2	4	3	3	4	2	2	5	4	0	7	1	10	2	7	5	9	7	8	6	7	8	6	2	3	7	4	6	4	4	5	5	4	3	5	4	Methods 	University / College / Undergraduate School (Bachelor Degree)	2	4	1	10
Female	35	1	1	1	1	5	1	1	1	7	7	6	7	7	5	1	7	1	7	7	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	5	0	6	0	0	10	7	1	1	7	7	7	1	1	1	7	2	7	7	7	Catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	5	4	10
Female	22	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	A	2	1	1	1	1	1	1	1	1	1	1	1	1	-4	-4	-3	3	-4	-4	1	1	5	5	5	1	2	5	6	1	3	3	7	8	8	3	1	1	7	6	5	3	4	5	5	6	7	3	2	Christian 	University / College / Undergraduate School (Bachelor Degree)	2	2	2	3
Male	26	3	3	2	2	2	2	2	2	3	3	3	4	6	1	3	2	4	4	2	B	1	5	4	4	3	1	1	4	2	3	2	2	2	2	-3	4	-4	-1	-3	6	6	9	2	6	9	6	7	5	5	2	9	9	5	8	7	2	2	2	1	1	2	2	1	2	3	4	6	3	Non	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	1	1	4
Female	43	4	4	3	4	4	3	4	4	4	4	3	4	3	5	4	4	5	3	3	A	2	1	1	2	2	2	1	1	2	2	1	2	2	-3	-3	0	0	-1	-1	4	5	4	3	5	7	4	7	5	8	7	6	6	5	7	5	4	3	6	5	6	3	4	3	5	6	5	5	5	none	University / College / Undergraduate School (Bachelor Degree)	7	4	1	0
Female	51	4	3	3	5	4	2	3	2	6	1	2	1	1	6	2	2	5	1	1	A	4	4	4	4	4	4	4	4	4	4	3	4	4	-4	-4	0	0	0	2	0	6	0	0	0	6	0	0	0	7	0	7	3	0	7	6	2	2	6	6	6	2	5	2	6	6	6	3	5	none	University / College / Undergraduate School (Bachelor Degree)	3	2	1	0
Male	36	4	4	4	5	1	2	3	1	6	4	4	4	4	7	3	3	4	4	3	B	4	4	4	4	4	4	4	1	4	4	1	4	4	4	4	4	4	4	4	5	10	10	0	5	10	0	10	9	10	10	10	9	8	10	7	2	2	5	6	5	2	4	2	6	7	7	3	3	Christian 	Vocational School / Technical College / Communication College (Associate Degree)	3	1	1	0
Female	55	1	4	4	5	5	1	4	1	7	7	7	1	1	7	1	7	4	7	1	A	1	7	6	1	6	4	4	4	7	1	7	4	4	0	4	4	4	4	4	10	10	10	0	5	0	0	10	5	10	10	10	10	10	5	7	1	1	7	7	7	7	7	7	7	7	4	4	7	Baptist	Vocational School / Technical College / Communication College (Associate Degree)	7	8	6	0
Female	24	3	3	2	4	1	4	4	3	5	4	4	3	3	5	4	4	5	3	3	B	2	4	3	2	2	1	2	2	4	2	1	2	2	3	3	0	3	3	3	6	8	5	2	4	8	1	5	2	8	5	8	2	2	8	5	4	2	5	5	5	2	6	2	6	5	4	3	4	Christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	3	1	1	5
Female	50	3	4	1	4	1	1	3	1	5	5	1	5	3	6	3	4	6	5	5	A	5	2	4	2	2	2	2	2	4	2	1	4	4	4	4	3	4	4	4	0	6	6	0	0	6	0	6	0	8	4	8	4	4	6	7	2	2	5	7	7	2	6	1	6	5	7	4	7	Methodist	Vocational School / Technical College / Communication College (Associate Degree)	5	1	1	10
Female	27	5	3	5	5	5	5	5	5	4	4	4	1	4	5	2	4	3	4	4	A	2	4	6	5	2	1	1	2	2	2	1	3	3	4	4	4	4	4	4	3	3	4	1	2	1	6	1	3	3	1	0	1	5	7	7	6	1	7	3	2	4	7	1	7	7	7	3	4	Christian	Vocational School / Technical College / Communication College (Associate Degree)	2	2	1	10
